locus_tag	ftype	length_bp	gene	EC_number	COG	product
1617.00_04140	CDS	315	chpB	3.1.-.-	COG2337	Endoribonuclease toxin ChpB
1617.00_04141	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
1617.00_04142	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
	sig_peptide	66				putative signal peptide
1617.00_04143	CDS	1503	fruK	3.6.3.17	COG1129	Fructose import ATP-binding protein FruK
1617.00_04144	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
1617.00_04145	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
1617.00_04146	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
1617.00_04147	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
1617.00_04148	CDS	552				hypothetical protein
1617.00_04149	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
1617.00_04150	CDS	387	cybC		COG3783	Soluble cytochrome b562
	sig_peptide	69				putative signal peptide
1617.00_04151	CDS	243	relB		COG3077	Antitoxin RelB
1617.00_04152	CDS	291	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
1617.00_04153	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
1617.00_04154	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
1617.00_04155	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
1617.00_04156	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
1617.00_04157	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
1617.00_04158	CDS	2697	mgtA	3.6.3.2	COG0474	Magnesium-transporting ATPase, P-type 1
1617.00_04159	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
1617.00_04160	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
1617.00_04161	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
1617.00_04162	CDS	396	yjgH		COG0251	RutC family protein YjgH
1617.00_04163	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
1617.00_04164	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
1617.00_04165	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
1617.00_04166	CDS	1668	yjgL			putative protein YjgL
1617.00_04167	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
1617.00_04168	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
1617.00_04169	CDS	504				hypothetical protein
1617.00_04170	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
1617.00_04171	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
1617.00_04172	CDS	483	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
1617.00_04173	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
1617.00_04174	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
1617.00_04175	CDS	1083	lptG_2		COG0795	Lipopolysaccharide export system permease protein LptG
1617.00_04176	CDS	1503				hypothetical protein
1617.00_04177	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
1617.00_04178	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
1617.00_04179	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
1617.00_04180	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
1617.00_04181	CDS	564	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
1617.00_04182	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
1617.00_04183	tRNA	85				tRNA-Leu(caa)
1617.00_04184	CDS	762	intS_3		COG0582	Prophage integrase IntS
1617.00_04185	CDS	513	intA_2		COG0582	Prophage integrase IntA
1617.00_04186	CDS	3246				hypothetical protein
1617.00_04187	CDS	2046				hypothetical protein
1617.00_04188	CDS	1791				hypothetical protein
1617.00_04189	CDS	654				IS3 family transposase IS911
1617.00_04190	CDS	384				hypothetical protein
1617.00_04191	CDS	786				IS110 family transposase ISWpi13
1617.00_04192	CDS	237				hypothetical protein
1617.00_04193	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
1617.00_04194	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
1617.00_04195	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
1617.00_04196	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
1617.00_04197	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
1617.00_04198	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
1617.00_04199	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
1617.00_04200	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
1617.00_04201	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
1617.00_04202	CDS	1386	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
1617.00_04203	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
1617.00_04204	CDS	210	cspE		COG1278	Cold shock-like protein CspE
1617.00_04205	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
1617.00_04206	CDS	789	ybeM	3.5.1.-		Deaminated glutathione amidase
1617.00_04207	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
1617.00_04208	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
1617.00_04209	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
1617.00_04210	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
1617.00_04211	CDS	264				hypothetical protein
1617.00_04212	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
	sig_peptide	90				putative signal peptide
1617.00_04213	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
1617.00_04214	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
1617.00_04215	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
1617.00_04216	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
1617.00_04217	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
1617.00_04218	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
1617.00_04219	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
1617.00_04220	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
1617.00_04221	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
1617.00_04222	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
1617.00_04223	CDS	483				hypothetical protein
1617.00_04224	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
1617.00_04225	CDS	726	glnQ_3			Glutamine transport ATP-binding protein GlnQ
1617.00_04226	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
1617.00_04227	CDS	741	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
1617.00_04228	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
	sig_peptide	69				putative signal peptide
1617.00_04229	CDS	1539	lnt	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
1617.00_04230	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
1617.00_04231	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
1617.00_04232	CDS	1080	ybeZ		COG1702	PhoH-like protein
1617.00_04233	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
1617.00_04234	CDS	1176	ubiF	1.14.13.-	COG0654	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
1617.00_04235	tRNA	75				tRNA-Gln(ctg)
1617.00_04236	tRNA	75				tRNA-Gln(ctg)
1617.00_04237	tRNA	77				tRNA-Met(cat)
1617.00_04238	tRNA	75				tRNA-Gln(ttg)
1617.00_04239	tRNA	75				tRNA-Gln(ttg)
1617.00_04240	tRNA	85				tRNA-Leu(tag)
1617.00_04241	tRNA	77				tRNA-Met(cat)
1617.00_04242	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
1617.00_04243	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
1617.00_04244	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
1617.00_04245	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
1617.00_04246	CDS	801	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
1617.00_04247	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
1617.00_04248	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
1617.00_04249	CDS	1407	chiP			Chitoporin
	sig_peptide	99				putative signal peptide
1617.00_04250	CDS	327	chiQ			putative lipoprotein ChiQ
	sig_peptide	57				putative signal peptide
1617.00_04251	CDS	447	fur		COG0735	Ferric uptake regulation protein
1617.00_04252	CDS	531	fldA		COG0716	Flavodoxin 1
1617.00_04253	CDS	363	ybfE			putative protein YbfE
1617.00_04254	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
1617.00_04255	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
1617.00_04256	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
1617.00_04257	CDS	1320	potE		COG0531	Putrescine transporter PotE
1617.00_04258	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
1617.00_04259	CDS	105				hypothetical protein
1617.00_04260	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
1617.00_04261	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
1617.00_04262	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
1617.00_04263	CDS	2049	kdpB	3.6.3.12	COG2216	Potassium-transporting ATPase ATP-binding subunit
1617.00_04264	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
1617.00_04265	CDS	207				hypothetical protein
1617.00_04266	CDS	684	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
1617.00_04267	CDS	222				hypothetical protein
1617.00_04268	CDS	435				hypothetical protein
1617.00_04269	CDS	786				hypothetical protein
1617.00_04270	CDS	249				hypothetical protein
1617.00_04271	CDS	426	klcA			Antirestriction protein KlcA
1617.00_04272	CDS	423				hypothetical protein
1617.00_04273	CDS	192				hypothetical protein
1617.00_04274	CDS	231				hypothetical protein
1617.00_04275	CDS	1362				hypothetical protein
1617.00_04276	CDS	564				hypothetical protein
1617.00_04277	CDS	768				hypothetical protein
1617.00_04278	CDS	522	ssb_2			Plasmid-derived single-stranded DNA-binding protein
1617.00_04279	CDS	234				hypothetical protein
1617.00_04280	CDS	1965	noc			Nucleoid occlusion protein
1617.00_04281	CDS	435	psiB			Protein PsiB
1617.00_04282	CDS	720				hypothetical protein
1617.00_04283	CDS	213	flmC			Protein FlmC
1617.00_04284	CDS	615				hypothetical protein
1617.00_04285	CDS	303				hypothetical protein
1617.00_04286	CDS	288				hypothetical protein
1617.00_04287	CDS	822				hypothetical protein
1617.00_04288	CDS	510				hypothetical protein
1617.00_04289	CDS	384	traM			Relaxosome protein TraM
1617.00_04290	CDS	672	traJ			Protein TraJ
1617.00_04291	CDS	366	traA			Pilin
1617.00_04292	CDS	312				hypothetical protein
1617.00_04293	CDS	567				hypothetical protein
1617.00_04294	CDS	729				hypothetical protein
	sig_peptide	66				putative signal peptide
1617.00_04295	CDS	1452				hypothetical protein
1617.00_04296	CDS	567				hypothetical protein
1617.00_04297	CDS	321				hypothetical protein
1617.00_04298	CDS	252				hypothetical protein
1617.00_04299	CDS	516	traV			Protein TraV
	sig_peptide	78				putative signal peptide
1617.00_04300	CDS	237				hypothetical protein
1617.00_04301	CDS	2631	traC			Protein TraC
1617.00_04302	CDS	387				hypothetical protein
1617.00_04303	CDS	633				hypothetical protein
	sig_peptide	57				putative signal peptide
1617.00_04304	CDS	993				hypothetical protein
	sig_peptide	69				putative signal peptide
1617.00_04305	CDS	465				hypothetical protein
1617.00_04306	CDS	204				hypothetical protein
1617.00_04307	CDS	450				hypothetical protein
1617.00_04308	CDS	639				hypothetical protein
	sig_peptide	66				putative signal peptide
1617.00_04309	CDS	372				hypothetical protein
1617.00_04310	CDS	423				hypothetical protein
1617.00_04311	CDS	1809				hypothetical protein
	sig_peptide	57				putative signal peptide
1617.00_04312	CDS	258				hypothetical protein
1617.00_04313	CDS	744				hypothetical protein
	sig_peptide	60				putative signal peptide
1617.00_04314	CDS	282	traQ			Protein TraQ
1617.00_04315	CDS	546				hypothetical protein
	sig_peptide	63				putative signal peptide
1617.00_04316	CDS	315				hypothetical protein
1617.00_04317	CDS	393				hypothetical protein
1617.00_04318	CDS	1374				hypothetical protein
	sig_peptide	72				putative signal peptide
1617.00_04319	CDS	2826				hypothetical protein
1617.00_04320	CDS	510	traS			Protein TraS
1617.00_04321	CDS	732	ylpA			Lipoprotein YlpA
	sig_peptide	60				putative signal peptide
1617.00_04322	CDS	738				hypothetical protein
1617.00_04323	CDS	2217	traD			Coupling protein TraD
1617.00_04324	CDS	5271	traI			Multifunctional conjugation protein TraI
1617.00_04325	CDS	747				hypothetical protein
1617.00_04326	CDS	561	finO			Fertility inhibition protein
1617.00_04327	CDS	252				hypothetical protein
1617.00_04328	CDS	525	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
1617.00_04329	CDS	591				hypothetical protein
1617.00_04330	CDS	261				hypothetical protein
1617.00_04331	CDS	858				hypothetical protein
1617.00_04332	CDS	270				hypothetical protein
1617.00_04333	CDS	3006				Tn3 family transposase Tn3
1617.00_04334	CDS	558	tnpR			Transposon Tn3 resolvase
1617.00_04335	CDS	861	bla	3.5.2.6		Beta-lactamase TEM
	sig_peptide	72				putative signal peptide
1617.00_04336	CDS	432				hypothetical protein
1617.00_04337	CDS	195	rop			Regulatory protein rop
1617.00_04338	CDS	579				hypothetical protein
1617.00_04339	CDS	546				hypothetical protein
1617.00_04340	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
1617.00_04341	CDS	1845	btuB_2		COG4206	Vitamin B12 transporter BtuB
	sig_peptide	63				putative signal peptide
1617.00_04342	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
1617.00_04343	CDS	360	yijD			Inner membrane protein YijD
1617.00_04344	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
1617.00_04345	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
1617.00_04346	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
1617.00_04347	CDS	1284	lgoT_2			putative L-galactonate transporter
1617.00_04348	CDS	1215	rspA_2		COG4948	Starvation-sensing protein RspA
1617.00_04349	CDS	1479	lyx_1	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
1617.00_04350	CDS	864	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
1617.00_04351	CDS	1047	alsC_2		COG1172	D-allose transport system permease protein AlsC
1617.00_04352	CDS	993	rbsC_5		COG1172	Ribose import permease protein RbsC
1617.00_04353	CDS	1518	rbsA_4	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
1617.00_04354	CDS	1005	lsrB_3			Autoinducer 2-binding protein LsrB
	sig_peptide	66				putative signal peptide
1617.00_04355	CDS	810	srlR_5		COG1349	Glucitol operon repressor
1617.00_04356	CDS	693	sgbE_1	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
1617.00_04357	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
1617.00_04358	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
1617.00_04359	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
1617.00_04360	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
1617.00_04361	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
1617.00_04362	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
1617.00_04363	CDS	852	rhaS_4			HTH-type transcriptional activator RhaS
1617.00_04364	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
1617.00_04365	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
1617.00_04366	CDS	2298	cutC_3	4.3.99.4	COG1882	Choline trimethylamine-lyase
1617.00_04367	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
1617.00_04368	CDS	1080	manP_3		COG1299	PTS system mannose-specific EIIBCA component
1617.00_04369	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
1617.00_04370	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
1617.00_04371	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
1617.00_04372	CDS	618				hypothetical protein
	sig_peptide	63				putative signal peptide
1617.00_04373	CDS	906	yijE			putative cystine transporter YijE
1617.00_04374	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
1617.00_04375	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
1617.00_04376	CDS	1554	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
	sig_peptide	63				putative signal peptide
1617.00_04377	CDS	1131				hypothetical protein
1617.00_04378	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
1617.00_04379	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
1617.00_04380	CDS	318	metJ		COG3060	Met repressor
1617.00_04381	CDS	363				hypothetical protein
	sig_peptide	57				putative signal peptide
1617.00_04382	CDS	219				hypothetical protein
1617.00_04383	CDS	273			COG1662	IS1 family transposase IS1H
1617.00_04384	CDS	279				hypothetical protein
1617.00_04385	CDS	324				hypothetical protein
	sig_peptide	60				putative signal peptide
1617.00_04386	CDS	393				hypothetical protein
1617.00_04387	CDS	378				hypothetical protein
1617.00_04388	CDS	450				hypothetical protein
1617.00_04389	CDS	339				hypothetical protein
1617.00_04390	CDS	135				hypothetical protein
1617.00_04391	CDS	3903				hypothetical protein
1617.00_04392	CDS	606	azoR	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase
1617.00_04393	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
1617.00_04394	CDS	6492				hypothetical protein
	sig_peptide	66				putative signal peptide
1617.00_04395	CDS	591	caiE			Carnitine operon protein CaiE
1617.00_04396	CDS	951	paaX		COG3327	Transcriptional repressor PaaX
1617.00_04397	CDS	1314	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
1617.00_04398	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
1617.00_04399	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
1617.00_04400	CDS	1380	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
1617.00_04401	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
1617.00_04402	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
1617.00_04403	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
1617.00_04404	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
1617.00_04405	CDS	747	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
1617.00_04406	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
1617.00_04407	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
1617.00_04408	CDS	2046	paaZ		COG2030	Bifunctional protein PaaZ
1617.00_04409	CDS	2274	tynA	1.4.3.21	COG3733	Primary amine oxidase
	sig_peptide	93				putative signal peptide
1617.00_04410	CDS	1500	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
1617.00_04411	CDS	906	feaR		COG2207	Transcriptional activator FeaR
1617.00_04412	CDS	327				hypothetical protein
	sig_peptide	66				putative signal peptide
1617.00_04413	CDS	186				hypothetical protein
1617.00_04414	CDS	2640				hypothetical protein
1617.00_04415	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
1617.00_04416	CDS	423	hslJ		COG3187	Heat shock protein HslJ
	sig_peptide	75				putative signal peptide
1617.00_04417	CDS	267				hypothetical protein
1617.00_04418	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
1617.00_04419	CDS	1134	ompN_2		COG3203	Outer membrane protein N
	sig_peptide	66				putative signal peptide
1617.00_04420	CDS	435	uspF		COG0589	Universal stress protein F
1617.00_04421	CDS	915	hpf_2			Putative metal ABC transporter substrate-binding protein Hpf
	sig_peptide	81				putative signal peptide
1617.00_04422	CDS	828	fhuC_2	3.6.3.34	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
1617.00_04423	CDS	858	mntB_1			Manganese transport system membrane protein MntB
1617.00_04424	CDS	858	mntB_2			Manganese transport system membrane protein MntB
1617.00_04425	CDS	294				hypothetical protein
1617.00_04426	CDS	1041				hypothetical protein
1617.00_04427	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
1617.00_04428	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
1617.00_04429	CDS	309				hypothetical protein
	sig_peptide	90				putative signal peptide
1617.00_04430	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
1617.00_04431	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
1617.00_04432	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
1617.00_04433	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
1617.00_04434	CDS	1323	xylA	5.3.1.5		Xylose isomerase
1617.00_04435	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
	sig_peptide	72				putative signal peptide
1617.00_04436	CDS	1542	xylG	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
1617.00_04437	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
